Exp,Mouse,Line,Group,Inf1,Inf2,Protein,Dpi,[IFNg] serum,[IgE] serum,[IgG1] serum,[IgG2a] serum,[IL-4] serum,[IL-5] serum,[IL-10] serum,[IFNg] Ag MLN stim,[IFN] CD3 MLN stim,[IFN] Media MLN stim,[IL-5] Media MLN stim,[IL-5] Ag MLN stim,[IL-5] CD3 MLN stim,[IL-10] Media MLN stim,[IL-10] CD MLN stim,[IL-10] Ag MLN stim,[IL-17]Media MLN stim,[IL-17] CD MLN stim,[IL-17] Ag MLN stim,[GAPDH] QPCR Gut,[Arg1] QPCR Gut,[CD36] QPCR Gut,[Idlr] QPCR Gut,[iNOS] QPCR Gut,[PPARg1&2] QPCR Gut,[RELMa] QPCR Gut,[Arg1] QPCR Spleen,[CD36] QPCR Spleen,[GAPDH] QPCR Spleen,[Idlr] QPCR Spleen,[iNOS] QPCR spleen,[PPARg1&2] QPCR spleen,[RELMa] QPCR spleen,wean BW,BW1,BW2,BW3,BW4,BW5,BW6,BW7,BW8,BW9,BW10,BW11,BW12,BWd9,BWd21,FinalBW,ADWG,ADWG expt,ADWG expt diet,FI 1,FI 2,FI 3,FI 4,FI 5,FI 6,FI 7,FI 8,FI 9,FI 10,FI 11,ADFI,ADFI expt,spleen wt,gut wt,Spl_BW,Gut_BW,granulomas,colon contents,wet carcass wt,dry carcass wt,DMR ratio,Fat %,EIC,Adult Male,Adult Female,Juv Male,Juv Female,Total worms,tWB,PCF,Juv Per
SB-105,8,ROH,0_1,0,1,HP,21,0,0.063,"12,800.00",0,0.034,0,0,0,1.563,0,1.586,0,,0,0.947,0,0,0.077,0,0.256,0.005,0.011,2.87,0.019,0.007,0.013,0.251,0.005,0.324,0.413,0.19,0.286,0.006,16.29,21.57,25.32,29.25,32.48,32.58,35.84,40.29,42.01,42.21,46.57,48.19,50.36,,50.63,50.63,1.041,0.93,1.233,3.645,5.307,5.235,4.6,4.78,5.967,4.56,4.23,4.6,4.773,5.655,,,0.138,2.368,2.726,46.771,9,0.11,45.36,21,0.463,22.115,63.00,4,11,0,0,15,1.204,5.727,0
SB-105,9,ROH,1_1,1,1,HP,21,0,,"496,000.00",800,0.1,,0,0.568,1.67,1.436,3.974,1.213,,0.229,4.029,0.852,0,0,0,,,,,,,,,,,,,,,17.88,24.24,28.36,30.1,35.45,35.34,37.97,36.87,42.67,43.68,47.96,50.17,51.85,,53.44,53.44,1.078,1.015,1.289,4.57,5.473,5.505,5.703,4.728,3.24,6.3,5.287,4.928,5.727,4.743,,,0.221,2.721,4.135,50.917,39,0.17,46.94,22.2,0.473,23.243,0.00,0,0,0,0,0,0,*,*
SB-105,10,ROH,0_1,0,1,LP,9,0,0.064,"1,600.00",0,0.227,0,0,0,0,0,0,0,2.268,0.347,2.155,0.711,0,0,0,0.279,0.011,0.032,4.305,0.039,0.032,0.016,0.143,0.001,0.147,0.086,0.074,0.084,0.022,19.46,24.71,28.63,30.75,34.81,34.72,39.13,39.05,38.24,39.91,,,,39.64,,39.64,0.612,0.387,0.042,4.263,5.6,5.613,4.93,5.185,5.693,4.658,4.887,,,,5.095,4.858,0.11,2.3,2.775,58.022,0,0.25,35.36,13.5,0.382,12.942,0.00,1,2,0,0,3,0.602,0,0
SB-105,11,ROH,1_1,1,1,LP,9,0,,"124,000.00",400,0.056,0,0,0,0,0,0,0.672,3.119,0,2.748,0.172,0,0,0,0.403,0.279,0.111,0.493,0.059,0.037,0.064,0.144,0.001,0.107,0.077,0.073,0.06,0.09,16.71,22.17,28.13,31.04,34.4,34.65,38.63,38.25,35.61,34.93,,,,34.06,,34.06,0.526,0.131,-0.381,4.638,5.457,5.853,5.233,4.985,4.707,3.295,3.057,,,,4.493,3.187,0.09,1.75,2.642,51.38,31,0.18,31.44,11.8,0.375,12.211,0.00,0,0,0,0,0,0,*,*
SB-105,12,ROH,1_0,1,0,LP,21,0,0.034,"51,200.00",0,0,0,0,0,0.746,0.884,0.471,0,,0,0.328,0,0,0,0,1.14,0.022,287,0.351,7.685,0.151,0.062,0.113,0.016,0.237,0.354,0.09,0.299,0.03,10.19,14.04,17.97,23.31,27.91,28.53,30.25,30.93,31.1,30.81,32.45,32.17,34.45,,34.05,34.05,0.723,0.467,0.317,3.118,4.68,4.725,3.85,3.788,5,4.183,4.193,4.385,4.593,4.07,,,0.098,1.851,2.878,54.361,13,0.21,30.89,13.3,0.431,18.453,0.00,0,0,0,0,0,0,*,*
SB-105,13,ROH,0_0,0,0,HP,21,0,0.001,0,0,0,0,0,0,1.703,0.714,0,0,,0,0,0,0,0.032,0,1.335,0,435,0.371,5.265,0.173,0,0.073,0.037,0.268,0.381,0.158,0.221,0.007,10.38,13.89,18.1,21.63,27.28,28.18,30.95,35.15,37.48,39.61,43.61,43.61,46.06,,46.84,46.84,1.105,1.096,1.324,3.1,4.14,4.975,4.153,4.465,5.82,4.295,4.923,4.435,4.283,4.32,,,0.098,1.997,2.092,42.635,0,0.06,42.1,19.1,0.454,21.066,0.00,0,0,0,0,0,0,*,*
SB-105,14,ROL,1_1,1,1,HP,21,0,0.549,"51,200.00",0,0.375,0.075,,0.387,3.676,0,5.744,0.555,,0,4.764,0.606,0,0.173,0,0.561,0.022,0.167,0.147,0.105,0.029,0.015,0.011,0,0.054,0.307,0.008,0,0.001,5.77,7.11,7.76,9.23,11.08,10.94,12,13,13.17,13.52,14.4,14.62,15.64,,15.79,15.79,0.304,0.285,0.316,1.813,2.257,2.513,2.007,2.328,2.453,1.63,2.06,1.755,1.9,1.865,,,0.056,0.765,3.547,48.448,11,0.07,14.05,4.6,0.327,6.796,0.00,1,0,0,0,1,0.301,*,0
SB-105,18,ROL,1_0,1,0,LP,21,0,0.139,"3,200.00",0,0,0,0,,2.323,0,,,,0.15,0.336,0.188,0.997,0,0,0.001,0,0,0.002,0,0,0,0.052,0.013,0.193,0.426,0.102,0.15,0.002,6.36,7.64,8.56,9.6,12.46,11.21,13.31,12.73,13.31,12.97,14.1,14,14.67,,15.49,15.49,0.277,0.256,0.182,1.928,2.27,2.828,2.25,2.978,2.307,2.688,2.617,2.78,2.897,2.89,,,0.033,0.736,2.13,47.515,6,0.14,13.5,5.3,0.393,14.163,0.00,0,0,0,0,0,0,*,*
SB-105,20,ROL,1_1,1,1,LP,9,0,0.424,"3,200.00",0,0.095,0,0,0,0,1.042,0.318,0.963,2.504,0.006,1.56,0.634,0,0,0,,,,,,,,,,,,,,,6.66,8.58,8.63,9.41,11.07,11.81,12.52,12.27,11.92,12.77,,,,13.38,,13.38,0.204,0.173,0.072,1.858,2.11,2.508,2.863,2.398,2.497,2.36,3.21,,,,2.519,2.812,0.05,0.9,3.737,67.265,1,0.11,12.29,4.5,0.366,11.175,0.00,0,1,0,3,4,0.699,0,75
SB-105,23,ROL,0_1,0,1,HP,21,0,0.209,"3,200.00",0,0.218,0,0,2.97,7.772,4.426,0,1.039,1.275,0.05,0.614,0.407,0,3.181,0,0.288,0,0.001,0.529,0.009,0.02,0,0.124,0.004,0.247,0.22,0.065,0.105,0.012,6.54,8.36,8.98,9.84,11.79,12.68,13.66,15.14,14.93,14.98,16.32,16.41,17.22,,17.38,17.38,0.328,0.328,0.31,1.828,2.303,2.765,2.48,2.673,2.9,1.903,1.97,1.975,2.147,2.11,,,0.095,0.758,5.466,43.613,0,0.1,15.36,5.6,0.365,10.998,2092.50,12,15,0,0,27,1.447,139.5,0
SB-105,25,ROL,1_0,1,0,HP,21,0,0.13,"3,200.00",0,0,0,0,0,7.233,0,0,0.068,0.537,0.053,0.855,0.056,0,1.353,0,0.001,0,0,0.005,0,0,0,0.045,0.004,0.184,0.13,0.101,0.09,0.006,6.76,8.36,9.39,9.95,11.78,11.42,12.9,14.9,16.22,16.27,17.09,18.17,19.37,,20.19,20.19,0.407,0.445,0.608,0.962,1.98,2.713,1.883,2.655,2.953,2.085,1.977,2.26,2.527,2.493,,,0.054,0.855,2.675,42.348,0,0.16,18,7.3,0.406,15.628,0.00,0,0,0,0,0,0,*,*
SB-105,26,ROL,0_1,0,1,LP,9,0,0.122,"1,600.00",0,0,0,,0,4.225,0,0.792,0.931,3.121,0.729,4.983,1.244,0,0,0,0,0,0,0,0,0,0,0.025,0,0.06,0.015,0.018,0.017,0.021,6.77,9.19,11.24,12.99,14.61,13.29,14.35,14.02,14.77,14.94,,,,15.21,,15.21,0.256,0.097,0.072,0.158,1.923,3.14,2.503,2.623,2.823,2.798,3.153,,,,2.434,2.912,0.06,0.89,3.945,58.514,0,0.12,13.99,4.9,0.35,9.378,0.00,6,4,0,1,11,1.079,0,9.091
SB-105,27,ROL,1_1,1,1,HP,9,0,0.256,"12,800.00",0,0.052,,,0,1.297,0,0.18,0.619,2.487,0,1.314,0.35,1.085,0,0,,,,,,,,,,,,,,,5.93,7.96,10.69,10.56,13.12,11.35,13.91,14.49,15.37,15.89,,,,16.83,,16.83,0.33,0.273,0.243,0.05,0.753,2.968,2.5,2.833,2.413,1.935,2.283,,,,1.981,2.103,0.07,0.83,4.159,49.317,8,0.12,15.59,5.3,0.34,8.216,0.00,1,1,0,0,2,0.477,0,0
SB-105,28,ROL,0_1,0,1,LP,21,0,0.228,"3,200.00",0,0,,,0,3.54,0,0,0.544,1.153,0.041,0.656,0.199,0,0.44,0,0.398,0.001,0,0.626,0.009,0.023,0.004,0.176,0.076,0.33,1.435,0.106,0.328,0.008,6.29,8.31,10.4,11.62,12.4,11.13,14.1,13.21,13.6,13.29,14.28,14.67,14.5,,15.01,15.01,0.264,0.147,0.076,0.1,0.337,2.543,2.317,3.25,2.43,2.623,2.6,2.773,2.907,2.545,,,0.041,0.759,2.732,50.566,0,0.1,13,5,0.385,13.262,0.00,0,0,0,0,0,0,*,*
SB-105,29,ROL,0_0,0,0,LP,21,0,0.017,0,0,0.001,0,0,0,2.704,0,0,0,0,0,0.143,0,0,0,0,0.016,0,0,0.006,0,0,0,0.069,0.002,0.075,0.013,0.038,0.026,0.002,5.63,8.55,9.58,12.61,12.6,12.3,13.34,12.79,12.68,13.07,13.7,13.71,14.31,,15.04,15.04,0.285,0.106,0.142,2.093,3.01,3.003,2.665,2.747,2.373,2.34,2.62,2.873,2.84,2.957,,,0.034,0.693,2.261,46.077,0,0.13,13.2,4.9,0.371,11.747,0.00,0,2,0,0,2,0.477,0,0
SB-105,30,ROH,1_0,1,0,LP,21,0,0.101,"12,800.00",800,0.029,0,,0,0.607,0.57,0.016,0.015,5.412,0,2.191,1.427,0.821,0,2.288,0.378,0.007,0.226,0.035,3.785,0.038,0.047,0.162,0.105,0.331,1.15,0.136,0.317,0.003,19.86,23.14,27.97,33.13,35.81,35.9,41.75,40.58,42.79,43.28,44.33,45.58,45.7,,47.48,47.48,0.837,0.624,0.478,3.603,5.867,5.62,5.57,5.625,5.96,5.565,5.723,5.118,5.07,5.238,,,0.065,2.249,1.369,47.367,22,0.18,43.22,20.7,0.479,23.921,0.00,0,0,0,0,0,0,*,*
SB-105,31,ROH,1_0,1,0,HP,21,0,0.035,"51,200.00",800,0,0,,0,0,0,0.678,0.014,0.171,9.81,0.116,0,3.889,0.427,2.194,0.064,0,0,0.004,1.34,0.003,0.024,0.001,0,0.02,0.05,0.016,0.011,0,18.85,22.04,23.67,29.87,32.06,34.47,39.6,41.02,43.97,46.81,49.45,51.92,53,,54.21,54.21,1.072,1.058,1.218,2.345,6.16,5.74,5.527,5.723,5.773,5.028,4.743,4.465,4.83,4.928,,,0.14,2.49,2.577,45.938,31,0.19,50.53,23.5,0.465,22.353,0.00,0,0,0,0,0,0,*,*
SB-105,32,ROH,0_1,0,1,HP,9,0,0.055,0,800,0,0,0,0,0,0,0,0,0.666,0,0.658,0,0,0,0,0.272,0,0,0.794,0.005,0.01,0.001,0.051,0.009,0.253,0.126,0.07,0.145,0.007,13.97,17.04,22.24,27.97,30.34,32.27,35.7,39.07,41.42,43.91,,,,46.62,,46.62,0.989,0.811,0.91,3.96,5.38,5.388,5.463,4.843,5.853,4.848,5.167,,,,5.123,5.075,0.137,2.285,2.939,49.013,3,0.531,41.84,19.3,0.461,21.925,0.00,0,2,0,0,2,0.477,0,0
SB-105,33,ROH,0_0,0,0,LP,21,0,0.001,0,800,0,,0,0,0,0,0.011,0.011,0.015,0,0,0.116,2.135,0,0,0.002,0,0,0.013,0.013,0,0,0.012,0.004,0.132,0.169,0.171,0.099,0.002,15.08,19.62,22.17,27.16,31.03,29.32,34.2,34.26,35.53,35.46,36.58,37.01,37.7,,38.33,38.33,0.705,0.486,0.344,3.52,5.207,5.673,4.35,4.153,5.673,5.333,4.73,4.773,4.673,4.998,,,0.08,1.9,2.077,49.559,0,0.19,35.33,15.3,0.433,18.736,0.00,0,0,0,0,0,0,*,*
SB-105,34,ROH,1_1,1,1,HP,9,0,,"124,000.00",0,0.009,0,0,0,0,0,0,0,0.556,0,0.775,0,0,0,0,,,,,,,,,,,,,,,15.66,20.83,27.16,30.88,33.39,32.35,38.06,40.58,43.36,42.21,,,,44.5,,44.5,0.874,0.592,0.537,4.465,5.907,5.273,4.547,5.095,6.193,4.528,4.107,,,,4.877,4.138,0.154,2.615,3.461,58.764,37,0.301,39.82,15.9,0.399,14.921,0.00,0,0,0,0,0,0,*,*
SB-105,35,ROH,0_1,0,1,LP,21,0,0.087,0,800,0.008,0,,0,0,0,0.012,0.015,0.085,0,0,0,0,0,0,0.379,0,0.003,2.71,0.007,0.022,0.001,0.164,0.074,0.374,1.09,0.195,0.545,0.009,20.33,24.62,30.66,33.88,36.81,39.67,40.78,42.07,41.33,42.43,14.72,40.75,40.62,,41.15,41.15,0.631,0.316,0.031,4.253,5.57,5.923,5.6,4.878,5.627,4.65,5.373,4.385,3.69,4.155,,,0.094,1.741,2.282,42.309,2,0.27,36.05,16.5,0.458,21.52,891.00,1,7,0,0,8,0.954,127.286,0
SB-105,36,ROH,1_1,1,1,LP,9,0,0.215,"124,000.00",0,0,0,0,0,0,0,0,0,0.88,0,1.018,0,0,0,0,0.405,0.349,0.117,0.138,0.379,0.042,0.1,1.6,0.04,0.329,0.371,0.109,0.411,0.137,19.27,24.81,26.74,31.66,33.18,35.12,39.46,39.21,37.35,37.37,,,,36.07,,36.07,0.509,0.192,-0.283,3.553,6.523,5.48,5.733,5.363,5.507,3.858,3.483,,,,4.8,3.682,0.121,2.04,3.355,56.557,38,0.811,32.83,12.2,0.372,11.792,0.00,0,0,0,0,0,0,*,*
SB-105,37,ROH,0_1,0,1,HP,21,0,0.102,"6,400.00","3,200.00",0,0,0,0,0,0,0.012,0.013,0.269,0,0,0.27,0,0,0,0.073,0,0,0.703,0.006,0.002,0.006,0.065,0.03,0.288,0.349,0.182,0.394,0.006,16.09,20.21,23.91,28.98,30.75,31.76,37.06,39.6,42.25,45,46.88,48.49,49.72,,52.93,52.93,1.116,1.041,1.323,3.783,5.537,5.56,5.007,6.143,5.993,4.48,5.393,4.815,4.46,4.128,,,0.122,2.046,2.305,38.655,18,0.3,48.46,22.8,0.47,22.965,1795.50,8,12,0,0,20,1.322,149.625,0
SB-105,38,ROH,0_0,0,0,HP,21,0,,0,0,0,0,0,0,4.133,0,0,0,0,0,0.388,0,0,2.434,0,0.001,0,0,0.011,0,0,0,0.111,0.01,0.226,0.144,0.099,0.436,0.003,20.38,25.03,29.45,33.48,37.91,38.29,44.94,47.38,51.19,54.23,56.49,59.42,58.8,,63.21,63.21,1.298,1.293,1.523,4.573,6.44,6.318,5.767,5.683,6.633,6.203,5.773,5.613,5.833,5.055,,,0.15,2.679,2.373,42.378,0,0.36,57.8,27.1,0.469,22.781,0.00,0,0,0,0,0,0,*,*
SB-105,39,ROH,1_1,1,1,LP,21,0,,"248,000.00","1,600.00",0,0,,0,0.174,0.387,0,0,2.768,0,2.99,0.271,0,0,0,,,,,,,,,,,,,,,18.11,21.22,22.36,26.7,30.6,32.54,35.94,36.59,37.15,36.68,37.04,37.13,36.24,,37.04,37.04,0.574,0.45,0.092,2.963,4.707,5.675,5.287,4.875,5.973,5.158,4.43,4.575,3.847,4.775,,,0.099,1.787,2.665,48.237,22,0.17,33.84,15,0.443,19.889,4.50,2,3,0,0,5,0.778,1.5,0
SB-105,40,ROH,0_1,0,1,LP,9,0,0.009,0,0,0,0,0,0,0,0,0,0,1.804,0,2.487,0,0.181,0,0,1.385,0.027,0.417,10.8,0.304,0.076,0.011,0.079,0.006,0.198,0.136,0.074,0.185,0.014,15.4,18.8,23.01,25.86,28.46,29.81,33.16,33.65,32.79,33.98,,,,35.62,,35.62,0.613,0.424,0.205,3.62,4.833,4.838,4.797,3.915,5.163,5.308,5.033,,,,4.696,5.032,0.104,2.263,2.92,63.532,0,1.311,31.49,11.9,0.378,12.502,0.00,0,1,3,1,5,0.778,0,80
SB-105,41,ROH,1_1,1,1,LP,21,0,,"496,000.00","6,400.00",0,0,,0,0.661,0,0,0,3.293,0.176,5.008,0.264,0,0,0,0.001,0,0,0.003,0,0.006,0.085,0.427,0.056,0.375,0.576,0.082,0.258,0.113,15.11,18.8,23.88,28.65,30.95,31.72,33.84,34.47,33.55,33.77,33.84,33.98,34.12,,33.48,33.48,0.557,0.21,-0.03,4.048,5.413,5.063,4.88,4.045,5.303,4.68,4.313,4.1,3.86,4.138,,,0.123,2.146,3.662,64.089,43,0.17,30.36,12.3,0.405,15.581,0.00,1,0,0,0,1,0.301,*,0
SB-105,42,ROH,1_1,1,1,HP,21,0,0.636,"496,000.00","3,200.00",0,0,0,0,2.102,0,0,0,1.5,0,0.792,0,0,0.339,0,0.004,0,0.036,0.003,0,0.034,0.105,1.19,0.074,0.389,0.929,0.172,0.565,0.117,14.61,19.7,23.97,27.42,29.73,30.63,34.1,37.59,40.99,41.78,44.79,45.81,46.4,,48.55,48.55,1.028,0.919,1.204,4.04,4.867,5.048,4.693,4.638,5.983,4.633,4.027,4.105,4.337,4.683,,,0.145,2.719,2.987,56.012,68,0.18,43.48,17.6,0.405,15.541,0.00,0,0,0,0,0,0,*,*
SB-105,43,ROL,1_1,1,1,HP,9,0,0.183,"3,200.00",400,0,0,0,0,0,0,0,0,1.914,0,1.503,0,0.317,0,0,0.002,0,0.001,0,0,0.002,0.006,0.524,0.008,0.298,0.395,0.109,0.168,0.078,7.8,9.89,11.8,12.49,13.68,13.32,14.57,14.73,15.3,15.84,,,,15.43,,15.43,0.231,0.128,0.072,2.343,3.25,2.798,2.683,2.56,2.657,1.885,1.96,,,,2.415,1.815,0.07,0.84,4.537,54.439,3,0.06,14.67,5,0.341,8.314,0.00,0,0,0,1,1,0.301,*,100
SB-105,45,ROL,0_1,0,1,LP,9,0,0.094,400,0,0,0,0,0,0,0,0,0,1.852,0,1.733,0.102,0.092,0,0,0.327,0.001,0,1.28,0.017,0.01,0.005,0.75,0.07,0.719,1.79,0.097,0.378,0.038,6.19,8.65,11.41,11.76,13.24,13.47,13.79,13.54,13.38,13.58,,,,13.88,,13.88,0.233,0.092,0.008,2.49,2.78,3.125,2.91,2.583,2.76,2.51,2.907,,,,2.751,2.704,0.069,0.888,4.971,63.977,0,0.05,12.97,4.1,0.316,5.521,0.00,8,11,0,0,19,1.301,0,0
SB-105,47,ROL,1_1,1,1,HP,21,0,0.589,"124,000.00",0,0.215,0,0,0,2.119,0.014,0,1.055,2.847,0,2.918,0.766,0,0.719,0,,,,,,,,,,,,,,,6.78,8.13,9.81,10.66,12.85,12.65,14.51,14.25,14.85,15.35,16.1,16.32,17.51,,17.5,17.5,0.325,0.297,0.249,1.328,2.797,2.935,1.513,2.86,2.653,2.063,2.22,2.14,1.893,2.278,,,0.113,0.923,6.434,52.72,1,0.06,15.56,5.4,0.347,9.016,2875.50,4,14,0,0,18,1.279,205.393,0
SB-105,49,ROL,0_0,0,0,HP,21,0,0.042,800,0,0.068,,0,1.677,16.321,2.48,0,0,0,0,0.461,0,0,6.959,0,0.839,0,11.275,0.138,4.1,0.048,0,0.057,0.023,0.194,0.927,0.126,0.139,0.001,8.17,10.19,12.21,11.77,13.35,13.35,13.38,13.73,14.24,14.48,15.94,16.4,16.13,,17.58,17.58,0.285,0.253,0.35,2.338,2.703,2.95,2.64,2.28,2.387,1.903,1.937,2.245,2.05,2.153,,,0.048,0.709,2.753,40.336,0,0.11,15.83,5.5,0.347,9.061,0.00,0,0,0,0,0,0,*,*
SB-105,50,ROL,1_1,1,1,LP,9,0,0.202,"6,400.00",0,0.038,0,,0,0,0,0,0,1.426,0,1.057,0,0,0,0,0.002,0,0.005,0.001,0,0.014,0.023,0.297,0.012,0.326,0.427,0.059,0.098,0.015,5.27,6.62,8.67,9.84,10.9,11.71,10.73,10.49,10.72,11.03,,,,11.39,,11.39,0.185,0.067,0.055,1.228,2.763,2.35,2.63,1.21,2.383,2.165,2.283,,,,2.103,2.121,0.036,0.854,3.161,74.978,4,0.03,11.04,3.5,0.317,5.624,0.00,0,0,0,2,2,0.477,*,100
SB-105,51,ROH,0_1,0,1,LP,21,0,0.299,"25,600.00","1,600.00",0,,0,0,0,0,0,0,1.131,0,1.065,0.04,0,0,0,0.277,0.003,0,1.605,0.027,0.017,0.02,0.004,0,0.033,0.019,0.017,0.016,0.002,18.28,20.9,26.73,31.82,35.5,35.15,40.9,41.73,39.74,38.76,36.27,37.36,37.19,,35.93,35.93,0.535,0.179,-0.414,4.585,6.707,5.695,5.577,6.403,6.587,4.548,4.293,4.03,4.067,4.188,,,0.139,2.165,3.869,60.256,24,0.17,33.21,13.5,0.407,15.735,7519.50,51,51,0,0,102,2.013,147.441,0
SB-105,52,ROH,1_1,1,1,HP,21,0,0.309,"124,000.00","12,800.00",0.2,0.225,0,0,0,0,0,0.183,1.433,0.023,2.425,0.356,0,0,0,0,0,0,0,0,0.019,0.024,0.317,0.043,0.331,0.247,0.081,0.298,0.046,15.88,19.3,25.22,30.62,34.16,31.94,37.73,39.69,44.18,49.15,50.93,54.96,55.85,,56.57,56.57,1.233,1.128,1.57,4.668,6.37,5.768,4.74,5.348,6.237,5.748,5.983,5.658,5.097,5.29,,,0.151,2.731,2.669,48.276,8,0.17,51.67,24.8,0.48,24.037,16.50,1,4,0,0,5,0.778,4.125,0
SB-105,53,ROH,1_1,1,1,LP,9,0,0.24,"51,200.00",400,0,0,,0,0,0,0.038,0.227,4.377,0.746,15.767,0.867,1.73,1.644,2.615,,,,,,,,,,,,,,,18.69,16.57,22.44,27.44,29.77,29.47,35.19,34.96,33.76,34.1,,,,34.52,,34.52,0.48,0.308,-0.056,4.758,5.417,5.258,4.797,5.25,4.84,4.568,4.807,,,,,,0.098,2.13,2.839,61.703,14,0.18,31.27,13.5,0.432,18.585,0.00,0,0,1,0,1,0.301,*,100
SB-105,54,ROH,0_1,0,1,HP,9,0,0.047,0,0,0.008,0,0,,0,0,0.012,0.012,1.31,1.168,4.295,0,0,1.277,0,0.228,0,0,0.589,0.004,0.008,0.002,0.195,0.024,0.137,1.007,0.061,0.115,0.004,18.94,21.55,27.95,32.41,35.58,35.2,38.8,41.76,45.22,48.93,,,,52.35,,52.35,1.012,0.867,1.129,5.355,6.243,5.82,5.193,5.683,6.803,5.088,5.9,,,,,,0.174,2.39,3.324,45.654,1,0.13,47.34,22.2,0.469,22.791,0.00,5,2,2,2,11,1.079,0,36.364
SB-105,55,ROH,1_0,1,0,LP,21,0,0.076,"25,600.00",800,0,0,,0,2.124,0,0,0,2.416,0.029,2.378,0.057,0,0.413,0,0.139,0,0,0.009,0.931,0.01,0.012,0.113,0.174,0.317,1.675,0.176,0.188,0.019,14.19,21.13,26.83,32.58,34.09,32.79,36.32,37.44,38.18,40.59,40.77,41.19,40.81,,41.17,41.17,0.818,0.373,0.404,4.65,6.257,5.34,4.987,5.54,5.753,5.268,5.53,5.133,4.013,4.405,,,0.095,1.643,2.308,39.908,14,0.21,38.1,17.2,0.451,20.813,0.00,0,0,0,0,0,0,*,*
SB-105,56,ROH,0_1,0,1,LP,21,0,0.165,"12,800.00",800,0.035,,,0,0,0,0,0,0.56,0,0.358,1.051,0,2.94,0,0.001,0,0,0.4,,0,0,0.069,0.005,0.231,0.266,0.152,0.212,0.026,16.06,25.05,29.07,34.63,35.05,37.37,39.33,40.67,41.06,40.2,39.43,39.08,39.96,,40.31,40.31,0.735,0.247,0.082,4.947,6.085,6.543,5.968,5,5.793,6.04,5.308,4.137,4.533,4.343,,,0.128,1.99,3.175,49.367,4,0.22,36.53,16.3,0.446,20.222,913.50,5,10,0,0,15,1.204,91.35,0
SB-105,57,ROH,0_1,0,1,HP,21,0,0.229,"12,800.00",0,0.054,0.05,0,0,0,0,0,0.181,3.967,0,7.83,0.292,0,0,0,0.144,0,0,0.328,0.005,0.004,0.003,0.002,0,0.002,0.003,0,0,0,16.6,24.62,28.84,32.4,36.13,37.17,40.47,43.76,47.03,46.97,52.33,52.3,54.68,,55.69,55.69,1.185,1.013,1.268,5.043,5.598,6.74,5.648,5.507,5.5,5.493,5.173,5.84,4.398,4.64,,,0.192,2.914,3.448,52.325,12,0.21,52.39,24.3,0.464,22.213,189.00,10,11,0,0,21,1.342,17.182,0
SB-105,58,ROH,1_1,1,1,HP,9,0,,"6,400.00",800,0.005,0,0,0,2.568,0,0,0,2.041,0,2.246,0.057,0,0.364,0,0.001,0,0,0.005,0,0.008,0.003,1.018,0.062,0.329,0.665,0.187,0.334,0.025,15.24,22.94,26.61,31.69,32.03,34.67,37.47,42.18,45.23,45.12,,,,46.37,,46.37,0.943,0.638,0.742,4.843,5.123,5.927,5.365,5.277,5.983,5.503,4.71,,,,,,0.146,2.237,3.149,48.242,9,0.04,42.02,17.9,0.426,17.937,0.00,0,0,0,0,0,0,*,*
SB-105,59,ROH,0_1,0,1,LP,9,0,0.004,0,0,0.009,0,0,0,3.612,0,0,0,0,0.072,1.86,0.079,0,0.064,0,0.021,0,0,0.189,0.003,0,0.001,0.133,0.059,0.349,1.04,0.136,0.333,0.015,16.47,25.26,29.26,33.67,36.45,39.07,43.56,42.52,41.69,41.5,,,,41.65,,41.65,0.763,0.347,-0.159,5.397,5.905,6.12,6.653,6.453,6.108,4.64,6.083,,,,,,0.118,1.926,2.833,46.242,0,0.25,37.8,16.4,0.434,18.826,0.00,0,1,0,0,1,0.301,0,0
SB-105,60,ROH,0_0,0,0,LP,21,0,0,0,0,0.019,0,,0,0,0,0,0,0.195,0,0.231,0.038,0,0,0,1.36,0,32.95,0.698,1.915,0.159,0,0.197,0,0.024,0.041,0.022,0.017,0.002,15.96,23.93,26.54,32.16,33.92,37.56,39.46,42.14,40.71,39.93,40.65,41.19,43.48,,43.29,43.29,0.828,0.484,0.319,4.147,6.145,5.973,5.615,5.063,6.168,4.963,5.31,4.883,5.983,5.077,,,0.092,1.924,2.125,44.444,0,0.2,41.46,18.7,0.451,20.767,0.00,0,0,0,0,0,0,*,*
SB-105,61,ROL,0_0,0,0,HP,21,0,0.055,0,0,0.028,0,0,,,,,,,,,,,,,0.267,0,0.008,0.019,1.236,0.014,0,0.446,0.041,0.003,1.155,0.106,0.173,0.002,,7.24,6.75,9.48,12.52,10.85,13.35,13.88,14.59,15.13,14.77,15.83,15.89,,16.34,16.34,0.276,0.298,0.249,1.838,2.963,3.12,2.157,2.773,2.55,2.393,2.03,1.808,2.03,1.925,,,0.042,0.739,2.57,45.226,0,0.12,15.17,5.8,0.382,13.004,0.00,0,0,0,0,0,0,*,*
SB-105,62,ROL,1_1,1,1,LP,21,0,0.246,800,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57,8.54,10.6,11.97,12.46,13.44,12.9,13.03,13.48,13.56,13.8,14.4,,14.51,14.51,0.21,0.17,0.089,1.948,2.91,2.528,2.647,2.755,2.633,2.588,2.427,2.44,2.22,2.393,,,0.038,0.726,2.619,50.034,0,0.07,13.67,5.2,0.38,12.785,1039.50,1,2,0,0,3,0.602,519.75,0
